Quarter,GDP,GDP Non-Oil,GDP Oil,REER,CPI,OPEC,Exports,log_GDP,log_Non_oil_GDP,log_Oil_GDP,log_REER,log_CPI,log_OPEC,log_Exports,dlog_GDP,dlog_Non_oil_GDP,dlog_Oil_GDP,dlog_REER,dlog_CPI,dlog_OPEC,dlog_Exports
2021Q1,783927.8354366462,393194.2998203874,195694.150434828,97.91009682158119,103.7919454602544,63.86124303509279,246204.1419270833,13.572072248459062,12.8820591702538,12.184308262466452,4.5840496782489675,4.6423883709989875,4.1567126521002145,12.413916316015362,0.015020300576289003,-0.0304931435065825,0.11426041258728326,-0.01895567285143418,-0.002477347276307107,0.28882869056743443,-0.0256830981871925
2021Q2,816652.3259692156,396991.4909783219,214380.85613203514,98.09698517628205,104.25106746971754,69.36702312720053,246878.6694110577,13.612968733660926,12.891670126135656,12.275509413763215,4.585956633951084,4.6468021001441615,4.2394115835054045,12.416652277964259,0.04089648520186451,0.009610955881855787,0.09120115129676343,0.0019069557021165195,0.004413729145174017,0.08269893140519002,0.0027359619488969145
2021Q3,896402.4419190803,429262.67209044355,261212.70876427676,97.93583400106837,104.3342608546775,75.6986302865115,277452.7611578526,13.706144745045181,12.969824299792682,12.473090330500463,4.5843125091337065,4.647599791813462,4.32676006631024,12.533405967616053,0.09317601138425502,0.07815417365702615,0.1975809167372482,-0.0016441248173775236,0.0007976916693008818,0.08734848280483565,0.11675368965179445
2021Q4,940798.3129281723,440545.20397185517,293056.2814164009,98.62041733440171,105.15272621535057,83.69096750763246,294761.22750400635,13.754484062893782,12.995768338779722,12.588119956298303,4.5912783125290835,4.655413828729879,4.427131056590129,12.593920909290796,0.04833931784860113,0.02594403898704023,0.11502962579784004,0.0069658033953770016,0.007814036916416356,0.10037099027988905,0.06051494167474303
2022Q1,1014016.1692818113,424597.84583478933,386093.02041198773,98.4300968215812,105.4652788602544,102.17467815291019,317257.6419270834,13.829429409043419,12.958897754839434,12.863833604937906,4.589346619299898,4.658381788418089,4.626683879486096,12.667469473315153,0.07494534614963655,-0.036870583940288526,0.2757136486396021,-0.001931693229185072,0.0029679596882106196,0.1995528228959671,0.07354856402435672
2022Q2,1118720.9130696326,440849.1551152171,477544.48211698275,100.71698517628205,106.62773416971754,114.27929823542087,317139.46941105765,13.927696548742379,12.99645804402296,13.07641259083008,4.612314456566515,4.669343648340914,4.738645436596613,12.66709692269889,0.09826713969895984,0.03756028918352605,0.21257898589217383,0.022967837266616442,0.010961859922824502,0.11196155711051681,-0.0003725506162624015
2022Q3,1087524.6790420213,456806.3235878286,426998.13047951885,103.40250066773503,107.37759415467748,103.31295222009102,329040.7611578526,13.899414735059459,13.032014780458919,12.964534913933072,4.638629146189386,4.676351539776745,4.6377627527776255,12.703936916170086,-0.028281813682919932,0.035556736435959024,-0.11187767689700756,0.02631468962287098,0.007007891435830693,-0.10088268381898757,0.0368399934711956
2022Q4,1035323.9406825855,473288.5063697358,356406.49747452326,104.52708400106837,108.38939291535057,90.20894842827549,312188.1275040064,13.850224921878404,13.067460431571876,12.783827205261442,4.649446214868014,4.685730232883388,4.502128628669838,12.651361257845833,-0.049189813181055086,0.03544565111295661,-0.18070770867162977,0.010817068678628416,0.009378693106643077,-0.13563412410778763,-0.05257565832425293
2023Q1,1016472.0452866853,464066.5054792752,338102.3897721116,101.12676348824787,108.6486121602544,81.51789671796502,318832.1419270834,13.831848410724703,13.047783151711819,12.731104056911493,4.6163748139237395,4.6881189331303315,4.400822587771576,12.672420042419189,-0.018376511153700648,-0.01967727986005663,-0.05272314834994951,-0.03307140094427474,0.00238870024694382,-0.10130604089826178,0.021058784573355638
2023Q2,978934.5492576606,471059.65373319504,301200.471110513,101.97031850961538,109.54106746971755,76.60138992820602,317247.96941105765,13.794220064586925,13.062740018340044,12.615531339018581,4.624681775933238,4.696299524330163,4.338615221858763,12.667438984960587,-0.03762834613777777,0.01495686662822493,-0.11557271789291157,0.008306962009498875,0.00818059119983161,-0.06220736591281284,-0.004981057458602223
2023Q3,998168.2576701075,466422.59160043974,315572.13757292274,102.1491673344017,109.51092745467749,87.15590040097352,275334.8611578526,13.813677135942912,13.052847351096696,12.662142580067124,4.626434169829544,4.696024338384099,4.467698473644083,12.525743312819074,0.019457071355986955,-0.009892667243347475,0.046611241048543306,0.0017523938963055485,-0.00027518594606412705,0.12908325178531932,-0.14169567214151257
